UID,MaritalStatus,CreditScore,AnnualIncome,NetWorth,EmploymentStatus,RiskScore,AgeGroup,PhoneNumber,Email
LEAD_f6a5ba52e41d48159b9921e99edeb213,Divorced,620,53962,125318,Employed,43.0,36-50,'+91-9227813547',f6a5ba@example.com
LEAD_1a29e52fb9374df7a6b3e9a83f5af3e8,Divorced,702,132636,3044,Employed,40.0,51+,'+91-9801014048',1a29e5@example.com
LEAD_ba8b61eb612344ed82b914d8f9d3eedb,Married,674,108555,2624,Employed,54.0,51+,'+91-9062445991',ba8b61@mail.com
LEAD_9df3bbdad8f44275885a5950d9cd9c89,Married,618,109103,2993,Employed,44.0,36-50,'+91-6099199712',9df3bb@testmail.in
LEAD_da9c54dc01fb40fd81893a44b999011b,Divorced,582,71941,9421,Employed,49.6,51+,'+91-8352758971',da9c54@example.com
LEAD_bd278762340d4c0a8948714c73039885,Married,584,55276,5749,Employed,64.0,18-25,'+91-0445177160',bd2787@testmail.in
LEAD_18e35186281d4899a936a2457bc0c716,Married,556,66095,2915,Employed,50.0,26-35,'+91-4881469392',18e351@testmail.in
LEAD_623b4629df9845198d9ddc1e8d0fca22,Married,545,27764,6840,Employed,56.0,26-35,'+91-2439322109',623b46@testmail.in
LEAD_b430c3ac21694132af363c0aefe8ff57,Married,605,106802,50645,Employed,40.8,51+,'+91-7396445915',b430c3@testmail.in
LEAD_7dac4192b01e4677bbf3c67beab47dbf,Married,636,39355,162024,Employed,50.0,26-35,'+91-1666793200',7dac41@testmail.in
LEAD_8ba5e651bc4249fc83c0659ec03f81f4,Divorced,569,112715,143072,Employed,36.8,36-50,'+91-5897289934',8ba5e6@mail.com
LEAD_cea25105cd7c48b9a8248540c74f03f7,Single,569,65708,25510,Employed,58.0,36-50,'+91-6141118215',cea251@mail.com
LEAD_3a29e60a10314e4db9e5889ede0f520c,Single,519,15000,2514,Employed,62.0,26-35,'+91-8771568984',3a29e6@mail.com
LEAD_83a7cd60f931443485f2dc9622379821,Divorced,434,73172,87538,Employed,53.0,26-35,'+91-6284378312',83a7cd@testmail.in
LEAD_d39ea88e5ae84563abd626b0461cf257,Single,637,57184,114456,Employed,46.0,51+,'+91-2389708836',d39ea8@mail.com
LEAD_7cf3aa1e106642df98d218263ff15d70,Married,578,85296,117430,Employed,56.0,26-35,'+91-5707538796',7cf3aa@example.com
LEAD_98be24d4c9a74835a108a6680e326d4f,Single,570,146311,415294,Employed,32.8,36-50,'+91-4099713776',98be24@example.com
LEAD_f593403770c244b8abfd0af2ddee794d,Divorced,511,34207,82309,Unemployed,53.0,26-35,'+91-1082800149',f59340@testmail.in
LEAD_ba3bd1e966d8465c9654769ebf26d340,Married,553,48975,78948,Employed,49.0,36-50,'+91-6959723376',ba3bd1@example.com
LEAD_ead159f69e4342e58311a6d98a3a0db8,Divorced,584,30767,147227,Employed,48.0,36-50,'+91-5335138789',ead159@mail.com
LEAD_3e7b27436bd846419859713eb20a4077,Single,579,49287,119286,Self-Employed,57.0,26-35,'+91-1113766360',3e7b27@example.com
LEAD_ec78a803a3e64ef59864a46437400700,Single,588,114435,39081,Employed,50.0,26-35,'+91-0045112478',ec78a8@testmail.in
LEAD_2c948e0ffa564023ab08ffdaa9e50c64,Divorced,538,56713,274377,Employed,55.0,36-50,'+91-9481731719',2c948e@mail.com
LEAD_54bdf539f8d7427ba817694ccaa4a010,Divorced,595,70390,131525,Employed,51.0,26-35,'+91-6432766801',54bdf5@mail.com
LEAD_6247caee2af64ccd99ef6edb35fa4cb7,Divorced,605,53287,1540,Employed,56.0,26-35,'+91-5351121038',6247ca@mail.com
LEAD_11e9142e7c844849a33ae3efdd55fd1e,Married,616,43710,6379,Self-Employed,52.0,26-35,'+91-9177282004',11e914@testmail.in
LEAD_19474c9682d9417aadd5dfb1fa13b057,Divorced,606,53692,412236,Employed,33.6,36-50,'+91-4547845226',19474c@example.com
LEAD_c6bd2f426f934209b970a87e374b87d8,Married,610,15000,28565,Employed,52.0,51+,'+91-2573025093',c6bd2f@testmail.in
LEAD_1c63273495404fb8b37a1357141e0b18,Single,636,69034,55724,Employed,36.0,51+,'+91-7618295363',1c6327@testmail.in
LEAD_bce0e9649cd449d0a2246572dc210bba,Single,583,15000,55788,Employed,53.0,26-35,'+91-2326469000',bce0e9@example.com
LEAD_a814872970bc4c3eb0203172634bc83d,Widowed,598,56917,180162,Employed,37.6,51+,'+91-4775674719',a81487@testmail.in
LEAD_7a804a2dd7bc4a41898b50fed1e594e1,Divorced,594,24337,9837,Self-Employed,56.0,26-35,'+91-6827302135',7a804a@mail.com
LEAD_376523852c1e4e0ba61cb1d9d1c05ede,Single,585,33332,16866,Employed,51.0,51+,'+91-7198699989',376523@example.com
LEAD_83c17953048745e2b36de02cc182dab1,Married,514,116043,495968,Self-Employed,42.4,26-35,'+91-7148226506',83c179@testmail.in
LEAD_4cb41267126f4391ab2bd5959f2b3e2e,Married,583,89815,45265,Employed,39.2,26-35,'+91-1672031737',4cb412@mail.com
LEAD_033e3b05930e494fad0f92d707f328e7,Married,528,38051,75394,Employed,55.0,26-35,'+91-9996880305',033e3b@example.com
LEAD_38a8fbe7797d4939a227d3f4a64d755b,Married,587,208291,6210,Self-Employed,41.6,36-50,'+91-5083706088',38a8fb@mail.com
LEAD_8d6dfb17a4554b16b57784421ad85621,Widowed,605,74151,19938,Employed,57.0,36-50,'+91-9524634485',8d6dfb@testmail.in
LEAD_66d94fd63b424a7d90b281966cec1b58,Single,461,53119,5137,Employed,41.6,36-50,'+91-8201279002',66d94f@testmail.in
LEAD_d83ac331eef4422291ac29c5ed0139ca,Single,524,15000,138991,Employed,48.0,26-35,'+91-3553405862',d83ac3@example.com
LEAD_2163358bf24d4aae84b8a12baae1682e,Divorced,597,33860,96610,Employed,59.0,26-35,'+91-1958769208',216335@mail.com
LEAD_eedcd23426974576b70433d7624e557d,Married,466,30115,35056,Employed,55.0,26-35,'+91-6837763782',eedcd2@example.com
LEAD_bb0a4d8b464a40bb88cedd2e9d26775d,Single,548,40445,68809,Employed,52.0,36-50,'+91-8859202463',bb0a4d@mail.com
LEAD_c821fdbd118a441ca25d40bf23d7c858,Single,574,54278,8476,Employed,55.0,36-50,'+91-8180112103',c821fd@example.com
LEAD_d4e2bc42c1644cd988fa11cead3621a6,Divorced,541,21504,6522,Employed,59.0,26-35,'+91-8501332954',d4e2bc@testmail.in
LEAD_6fb897dd324a4f088f8b0727bc168f0d,Married,479,73757,87663,Employed,45.6,36-50,'+91-6374296517',6fb897@testmail.in
LEAD_5a2101e0967d4669b75d3fb916de51b5,Single,625,33703,8591,Employed,53.0,51+,'+91-7088816852',5a2101@mail.com
LEAD_47c01d0271d44fed90a11805fb5b5c96,Married,561,24412,163270,Employed,56.0,26-35,'+91-1074495176',47c01d@example.com
LEAD_9381ff50db2c46ebadeafe0718dae4c3,Divorced,524,60896,10438,Unemployed,59.0,26-35,'+91-8160269147',9381ff@testmail.in
LEAD_2837f7ee94594c48a0a67abecf218c97,Married,597,45083,51359,Employed,38.4,36-50,'+91-7260888838',2837f7@example.com
LEAD_a74ac1d649d345b3a67017f6054659fc,Married,500,82927,8270,Employed,51.0,26-35,'+91-6006808890',a74ac1@mail.com
LEAD_b4bffceadc3a4ec3bdf507cf3c2e14b8,Widowed,578,49217,2487,Self-Employed,61.0,36-50,'+91-7351629896',b4bffc@testmail.in
LEAD_0f0f7e6638c44ddb9baa73981f7c8a85,Married,602,26377,21890,Employed,50.0,26-35,'+91-6459610891',0f0f7e@testmail.in
LEAD_d5996323ab59475ba4930b0f18c1a9a1,Divorced,582,59513,8065,Employed,55.0,51+,'+91-1568611407',d59963@testmail.in
LEAD_f7923ae00e9940ada750d7c23a54d740,Single,585,30023,7343,Employed,51.0,36-50,'+91-5305233063',f7923a@example.com
LEAD_9e4b3337ef0041d4b25a79f3624554bf,Single,607,51738,2382,Employed,42.4,26-35,'+91-4670824215',9e4b33@example.com
LEAD_b57dd4b9d6de461c9fdcf0b5ec28ecb8,Married,623,35613,8641,Employed,47.0,26-35,'+91-7816682462',b57dd4@example.com
LEAD_098c23968e144d5284b38608023ce436,Single,563,41710,10599,Self-Employed,45.6,26-35,'+91-6155669479',098c23@example.com
LEAD_fb93b12a532d44bc8c123b7af56910e0,Married,633,50811,493226,Employed,40.0,51+,'+91-9944604554',fb93b1@mail.com
LEAD_dc61013b4e244c41965719746bf0f094,Single,617,69671,47659,Self-Employed,53.0,18-25,'+91-4631089067',dc6101@testmail.in
LEAD_a8cacccd0d4441a1ae0fa4630c44e3a1,Married,530,24165,51410,Employed,53.0,26-35,'+91-3120972180',a8cacc@mail.com
LEAD_6c538f2d672e45a6978e5bb298172f3a,Single,573,15000,19072,Employed,56.0,26-35,'+91-2881876279',6c538f@testmail.in
LEAD_2008e83c8d3f4b4181570ff63e6fd178,Married,539,25391,8244,Employed,55.0,36-50,'+91-7743082416',2008e8@testmail.in
LEAD_05b7069beece40cf96ce4ac678d6a655,Single,579,53700,248564,Unemployed,57.0,36-50,'+91-8656815976',05b706@mail.com
LEAD_5449377edc374e50a4b773a3a58a7959,Married,507,115477,73330,Employed,53.0,18-25,'+91-2626601354',544937@example.com
LEAD_da52003a1fae4d7d8221df26de025597,Married,574,49132,43411,Employed,51.0,26-35,'+91-6410026412',da5200@example.com
LEAD_b31495b4534e4f5d9f94a991a651ee83,Married,560,100425,1055,Self-Employed,46.4,36-50,'+91-5280887031',b31495@testmail.in
LEAD_e53e6e914be8410398d84afab6f3f5f5,Married,547,44590,98976,Employed,49.0,26-35,'+91-9984488143',e53e6e@testmail.in
LEAD_ec1e899c913e4622acaf8357125fead7,Divorced,636,53792,6260,Employed,56.0,36-50,'+91-0698485069',ec1e89@example.com
LEAD_b8b3ca6439144b1eb08c1ef6342e14a7,Married,557,45453,16850,Employed,61.0,51+,'+91-4093844742',b8b3ca@mail.com
LEAD_65d3eb0715eb4fe6aee350b24445f9fd,Single,555,105765,8126,Employed,43.2,36-50,'+91-1757786929',65d3eb@example.com
LEAD_87524ca7166f4cd8b90965582ee46667,Married,526,98734,4282,Employed,58.0,36-50,'+91-7678250900',87524c@testmail.in
LEAD_558adecfc17249ccb1ef7cd61d39dfb6,Divorced,601,21626,8024,Employed,48.0,18-25,'+91-4865362356',558ade@testmail.in
LEAD_04826912d5b44b12ab007d3312f956c4,Married,581,52027,5389,Employed,52.0,26-35,'+91-7862364916',048269@example.com
LEAD_38cea3f7226147b7be76411485c2206d,Married,524,21141,19776,Employed,51.0,51+,'+91-6837326440',38cea3@example.com
LEAD_fa543397ef9e482fa40ae98a50d5b1eb,Single,432,89975,88230,Employed,52.0,26-35,'+91-0758351599',fa5433@testmail.in
LEAD_28f5778e586044a79b2653ff74d8bd61,Married,608,45657,38655,Employed,49.0,26-35,'+91-6547685770',28f577@mail.com
LEAD_30309db78eaa41a39e482023e506e87e,Single,563,51069,10851,Employed,55.0,51+,'+91-8932233940',30309d@mail.com
LEAD_3dac2bab48e04efb950340a3f58ec5d3,Married,608,26955,164105,Employed,51.0,51+,'+91-2718206171',3dac2b@example.com
LEAD_f08d05ae6baf40d2b010ef4ffe6037c9,Single,597,46529,261902,Employed,50.0,36-50,'+91-8783247199',f08d05@testmail.in
LEAD_f80c4311a79d406e929517ab3deecb17,Single,611,49520,128099,Employed,35.2,51+,'+91-9646508527',f80c43@testmail.in
LEAD_7ceb91fdf771476096961f6f93dcf06a,Married,610,21928,22477,Employed,51.0,18-25,'+91-7776294457',7ceb91@example.com
LEAD_e41c1aea9e444120a74f5345c4fb067b,Married,536,58116,52175,Employed,58.0,26-35,'+91-7398849480',e41c1a@mail.com
LEAD_9c23e2b616bb40f093c073624862002b,Widowed,483,24566,19083,Employed,56.0,26-35,'+91-2933463680',9c23e2@example.com
LEAD_d29fcf0a09b940d0b101066162feb3e1,Married,629,75011,6681,Self-Employed,50.0,36-50,'+91-1824728544',d29fcf@example.com
LEAD_1e2356de56a045708ebc47717d317b2a,Widowed,566,25062,130108,Employed,51.0,26-35,'+91-2366430998',1e2356@mail.com
LEAD_4c827f75b3d44ddab6b54efc90f65d53,Married,604,54625,57860,Employed,51.0,18-25,'+91-1846740478',4c827f@mail.com
LEAD_f1c63a56212045f79179d9544cf4cb1c,Single,568,41058,5987,Employed,51.0,36-50,'+91-5272554026',f1c63a@example.com
LEAD_98a724f736674c1bbb740e373bf105ff,Divorced,626,69325,92590,Employed,40.0,36-50,'+91-6955766118',98a724@example.com
LEAD_46f77e3e220b429a9e260fefbe1f17a6,Married,671,71729,34598,Self-Employed,47.0,51+,'+91-6768501653',46f77e@testmail.in
LEAD_69b53c3e140f488e9a4482a712bb83a6,Divorced,582,44645,26684,Employed,61.0,26-35,'+91-7423236621',69b53c@mail.com
LEAD_f05ce13309e54a3b82491715ac362843,Married,587,27885,10076,Employed,55.0,26-35,'+91-7587341732',f05ce1@example.com
LEAD_a12b0f15356d4e418f0bbe66a9cf95ec,Single,574,44231,22763,Employed,72.0,18-25,'+91-8434377408',a12b0f@testmail.in
LEAD_8d49b310401e4014baafffc88baf312b,Married,617,65086,283124,Employed,57.0,36-50,'+91-6706085730',8d49b3@example.com
LEAD_ea68a6b19cd64908a896cc261de479d9,Married,643,82471,57284,Self-Employed,40.0,36-50,'+91-4060278203',ea68a6@example.com
LEAD_a4fd42be7f5b4ff5ac73fc1f6e3fc890,Single,623,52902,4361,Employed,46.0,26-35,'+91-1236529458',a4fd42@mail.com
LEAD_862e1d23560f4e0f9ee1eae8b1bbb4dc,Married,627,46961,8971,Unemployed,51.0,51+,'+91-9693320305',862e1d@testmail.in
LEAD_a812cbaada704c86866876ac33ad6a90,Single,558,27537,293366,Employed,54.0,36-50,'+91-6268437868',a812cb@mail.com
LEAD_97052ed891054dffa12dba1f128c5127,Married,624,28322,420657,Employed,57.0,36-50,'+91-6583428609',97052e@mail.com
LEAD_da66d05ada0a40b4a497c2171880171b,Single,627,37063,64448,Self-Employed,59.0,18-25,'+91-2748142349',da66d0@mail.com
LEAD_f25409bd6c4d43fba244561e0fb4d13b,Divorced,596,132733,1608,Employed,47.0,36-50,'+91-8670369252',f25409@mail.com
LEAD_7e12654ac0394a218470a8fce9d26ecf,Married,552,20320,22974,Employed,61.0,18-25,'+91-4184263923',7e1265@testmail.in
LEAD_3412d285494d41269a1fc8489cc4e178,Single,607,22557,16742,Employed,51.0,36-50,'+91-7608369883',3412d2@mail.com
LEAD_5fae075a3d9848d4a899ad2a90ca7283,Married,600,46122,28821,Employed,52.0,36-50,'+91-7037364692',5fae07@mail.com
LEAD_ae552737eb834271a0380200299eba24,Single,617,41652,3136,Self-Employed,59.0,51+,'+91-6816656086',ae5527@example.com
LEAD_98776c800e5a42b399de90d0606076c0,Married,489,29305,250542,Employed,48.0,26-35,'+91-8590356435',98776c@mail.com
LEAD_6e1d6a4ad3bc40fc91794a3db5d6278c,Single,581,49872,7279,Employed,59.0,36-50,'+91-7314122490',6e1d6a@testmail.in
LEAD_22c779b6bc7743ef9e3382675d05b034,Single,508,27278,93964,Self-Employed,61.0,36-50,'+91-7436739035',22c779@example.com
LEAD_a998cbe677b9414a856e98f95139f604,Married,582,30092,54995,Employed,60.0,36-50,'+91-3303625826',a998cb@testmail.in
LEAD_061649f080544f8897dd61c10ff7b051,Single,527,25103,104765,Employed,53.0,26-35,'+91-1135162299',061649@example.com
LEAD_86001712a9e445bfbc5af46df2bfa6aa,Married,579,30409,6689,Employed,53.0,18-25,'+91-7550618836',860017@testmail.in
LEAD_c20cf89960a244d08b66c6018ca39405,Single,584,19965,38884,Employed,56.0,36-50,'+91-0086369737',c20cf8@testmail.in
LEAD_0c214138d00a470f8b7b124ea59b3d6c,Single,487,82897,10900,Employed,50.0,36-50,'+91-0405981436',0c2141@testmail.in
LEAD_04256aaff51c4d388cc7d58ee2eef7c7,Married,461,25534,7342,Employed,67.0,26-35,'+91-9916583450',04256a@example.com
LEAD_73f903b5939245ae8ea507ce8a6555fc,Married,619,64594,3140,Employed,51.0,36-50,'+91-4759680217',73f903@example.com
LEAD_cdb34c4425f24e56bec56fefde7fc041,Single,516,40514,36229,Employed,52.0,36-50,'+91-4667375179',cdb34c@mail.com
LEAD_7981a81be07c4a728a1c86c7df62fc25,Married,579,89457,20597,Employed,43.2,18-25,'+91-3917347379',7981a8@mail.com
LEAD_48b597f9d3ae43909df8e1ad3cd3a9f2,Married,525,40087,21221,Employed,50.0,18-25,'+91-9253549938',48b597@testmail.in
LEAD_0ed21bb4012e4d4292f72be21cd5d7a6,Married,495,24628,24847,Employed,60.0,26-35,'+91-0839476575',0ed21b@mail.com
LEAD_966946f8a1ab4d8fba6969d8af175e3a,Married,613,241174,7319,Employed,39.2,51+,'+91-5880785217',966946@mail.com
LEAD_9e00553926fc42809cb96e0670ff05a1,Single,602,46550,332377,Employed,36.8,36-50,'+91-0888979824',9e0055@example.com
LEAD_cef9ef8102ff4f7a9c4a3d9dc163a34f,Widowed,599,29378,10724,Employed,59.0,36-50,'+91-7059812327',cef9ef@mail.com
LEAD_7f658018076c4cd0b94afae5b2e782c1,Married,597,33156,7215,Employed,57.0,36-50,'+91-4166668066',7f6580@mail.com
LEAD_221fe3ed55f24faab25cb69e062fa51f,Single,603,76336,10291,Employed,39.2,36-50,'+91-3913680698',221fe3@example.com
LEAD_cdec0f48aa7d4baaaa120287e66af8c9,Single,545,24222,31591,Employed,55.0,51+,'+91-3257713858',cdec0f@testmail.in
LEAD_f08160ead2a24171a4341698c4c4d9c3,Married,450,46726,314549,Employed,45.0,26-35,'+91-4665777130',f08160@mail.com
LEAD_5acbd29ba3c242e98c196e8ea7ebbc59,Married,603,15000,198496,Employed,45.0,36-50,'+91-1432521982',5acbd2@testmail.in
LEAD_60b515d7b1d04ca29f74827b75359533,Married,561,49570,264461,Employed,45.0,26-35,'+91-8519632835',60b515@example.com
LEAD_3d86c0f4185e414f9fa1a4404c1d44cc,Single,578,98608,30608,Employed,51.0,51+,'+91-6463747240',3d86c0@mail.com
LEAD_b93682002a2d47608eed5432ff971b1d,Divorced,532,39330,1821,Self-Employed,54.0,36-50,'+91-2093776389',b93682@testmail.in
LEAD_0ec1b559fb8a4bb2ab70d4774100afbf,Single,634,79116,5816,Employed,46.0,51+,'+91-5062954854',0ec1b5@testmail.in
LEAD_dba1336bc665436599c9415e57508954,Married,564,15000,5927,Employed,57.0,26-35,'+91-2641723908',dba133@testmail.in
LEAD_32d90ea511954bb0bd3694732285769d,Married,626,38941,70923,Self-Employed,51.0,51+,'+91-9055335036',32d90e@example.com
LEAD_2c955ad2db2c4026a7fff8dbea0b9d9f,Single,584,23897,105987,Employed,51.0,36-50,'+91-0417042497',2c955a@mail.com
LEAD_c3cd4a16324648988ccfe80266e30a73,Single,565,199233,93388,Employed,43.2,36-50,'+91-9420504546',c3cd4a@example.com
LEAD_268cee7ac6974db2a10e529a8ef8b53e,Single,551,44418,145315,Employed,50.0,51+,'+91-0305310494',268cee@testmail.in
LEAD_b561048a35384ccbb81480f0d6402d0e,Single,478,23819,1186,Employed,52.0,26-35,'+91-7332160054',b56104@mail.com
LEAD_265bd40c6c5d46a992032975267cb8cc,Married,637,51594,246285,Employed,48.0,36-50,'+91-2728009298',265bd4@testmail.in
LEAD_8673d8a7ed1f4274b5acf39968937988,Married,610,67023,63600,Employed,39.2,36-50,'+91-3036486970',8673d8@example.com
LEAD_79d21b6f76da4e3abd7bb7a9733952fd,Single,638,53601,22583,Employed,47.0,36-50,'+91-4042721730',79d21b@example.com
LEAD_f321df17cab44f9bb064bd511c798540,Married,604,20172,2227,Employed,52.0,26-35,'+91-2631223516',f321df@testmail.in
LEAD_53b321fabbb1419fba91739f368820e5,Married,673,139381,181661,Employed,36.8,51+,'+91-0164674857',53b321@testmail.in
LEAD_f1664632f22c49e28fccc1e576d75855,Single,438,59487,1236,Employed,51.0,18-25,'+91-0662690284',f16646@mail.com
LEAD_c32b6b9e4c5d458bbb1e4d5ce32a6a1f,Divorced,668,73300,8303,Employed,49.0,51+,'+91-1819424307',c32b6b@mail.com
LEAD_02b44ba5e5a9436a8734cfaa9bbee26f,Single,636,57159,22795,Employed,54.0,51+,'+91-7818445189',02b44b@mail.com
LEAD_07c57de4db7b47b39ff7088d3ac7418d,Single,614,51991,25461,Employed,47.0,51+,'+91-0072859663',07c57d@testmail.in
LEAD_d7c7c54f2aa64ec48ba8a79f83c5d376,Single,597,33391,2916,Employed,57.0,18-25,'+91-1985889451',d7c7c5@example.com
LEAD_e5dbf03a768c414fb2b79a738df3a23a,Single,573,37284,17669,Employed,52.0,26-35,'+91-5265805704',e5dbf0@mail.com
LEAD_4992c77404de46529550eba43450bac6,Married,467,135373,6093,Employed,61.0,51+,'+91-7949640067',4992c7@mail.com
LEAD_749795d5fde24c3fae18d46025f90bd4,Divorced,569,65472,4420,Employed,59.0,18-25,'+91-7054905405',749795@testmail.in
LEAD_347358d8822444dc84a36c01e5d6482b,Divorced,540,15000,8689,Employed,52.0,18-25,'+91-3911955739',347358@testmail.in
LEAD_2bb47c36a09542c898733adf07a7897c,Single,495,45182,31397,Employed,52.0,26-35,'+91-5714251617',2bb47c@mail.com
LEAD_fc44c81a4f33435f929f304b2d94b1e4,Married,580,55389,60934,Employed,51.0,36-50,'+91-3236612444',fc44c8@testmail.in
LEAD_43fca0def2314c6f9f6eabefe3845270,Single,607,72771,29197,Employed,52.0,51+,'+91-1473869872',43fca0@testmail.in
LEAD_d91538a6e63a4c9abf00d805ad06c108,Single,613,68122,5105,Employed,51.2,36-50,'+91-5224796196',d91538@example.com
LEAD_b3f398accea04bd99f60b385030447ec,Married,541,17501,9449,Employed,64.0,26-35,'+91-7799717928',b3f398@example.com
LEAD_33739a152f35451b98513439f129470e,Married,506,57882,98143,Employed,48.0,36-50,'+91-4158130420',33739a@mail.com
LEAD_de4f2e4251214521ac0e904ca1af28cc,Divorced,596,81952,23180,Employed,49.0,36-50,'+91-1067544204',de4f2e@testmail.in
LEAD_bcf293d85c184bc68095d33778ac4ca6,Divorced,482,16915,19217,Employed,59.0,36-50,'+91-3550882149',bcf293@testmail.in
LEAD_b8a5e80518d84a5896fad11571243758,Divorced,606,128543,85210,Employed,33.6,36-50,'+91-5727448284',b8a5e8@testmail.in
LEAD_ec5e31539e754a28b0a46d70c13ec7c9,Married,609,45047,49932,Employed,50.0,18-25,'+91-9522065910',ec5e31@testmail.in
LEAD_3e59fdae1b49439ebf1ee5a2c3aa8455,Married,570,47071,44361,Employed,60.0,26-35,'+91-1865912202',3e59fd@mail.com
LEAD_53e5401eb89b4d69b99a7ba2b96f4cce,Married,649,34549,134966,Employed,58.0,51+,'+91-9378259921',53e540@testmail.in
LEAD_c458eb0d54384ef0b2e9a2bf2ec316b3,Single,616,32499,98068,Employed,49.0,36-50,'+91-9674137173',c458eb@example.com
LEAD_5fa6b183230b40baa1ffd4f519b58c82,Divorced,645,46543,79567,Employed,54.0,36-50,'+91-8123861508',5fa6b1@mail.com
LEAD_a91bb3df349848b09b53f253bbb878a5,Married,499,17523,87923,Employed,49.0,51+,'+91-8390769754',a91bb3@mail.com
LEAD_5e6ad6f5c5cd468d926a19c9890d0893,Married,582,29753,10510,Employed,57.0,26-35,'+91-6508004665',5e6ad6@example.com
LEAD_988ca80099cd476eab7281a544633c27,Married,628,29211,10329,Unemployed,53.0,36-50,'+91-4778051109',988ca8@testmail.in
LEAD_1c3cde9e975444a08a1b66e6143af812,Single,637,70689,7041,Unemployed,50.0,36-50,'+91-1272267992',1c3cde@testmail.in
LEAD_623ac990a8404025ae8d380e85b591c8,Single,561,15000,3808,Employed,64.0,26-35,'+91-2481827892',623ac9@mail.com
LEAD_a33f7070f33441638d6a0877a0131619,Single,563,38942,197498,Employed,62.0,36-50,'+91-9953730950',a33f70@example.com
LEAD_8c9733f2ea444464b7a319c49ba7076f,Widowed,566,25648,3847,Employed,57.0,36-50,'+91-1618027157',8c9733@mail.com
LEAD_aa83cf95e023440ea949ac902d840a4e,Single,412,39679,62375,Employed,52.0,18-25,'+91-8681608118',aa83cf@testmail.in
LEAD_b131d04311e349e2bbe22e21a5d109e4,Single,518,174349,323693,Employed,39.2,36-50,'+91-8505222360',b131d0@example.com
LEAD_3f119eb55a694ffdb1b152b31cb8708d,Married,526,104808,4506,Employed,52.0,18-25,'+91-3297989439',3f119e@mail.com
LEAD_702e9c3753614958820fd8f9e7a7373c,Married,651,43477,135443,Unemployed,45.0,36-50,'+91-5517629043',702e9c@testmail.in
LEAD_b972e0106a7543a8bb3842f82ddb30d6,Single,621,56707,66802,Employed,54.0,51+,'+91-0188563185',b972e0@mail.com
LEAD_29303cdf92424133a3f02c8fcbb30483,Married,498,29220,3900,Employed,58.0,36-50,'+91-1302798893',29303c@testmail.in
LEAD_4f0276ec726f45afafd5772c71ed11dc,Single,538,42088,193827,Employed,53.0,18-25,'+91-2032901609',4f0276@testmail.in
LEAD_789d2b60b9714c44a9c8d165152e97b1,Single,601,74825,136598,Employed,40.8,36-50,'+91-0939217201',789d2b@mail.com
LEAD_5b9d26daf2b54d0a980f1ac6a84ffdee,Married,457,18777,43390,Employed,55.0,26-35,'+91-4278846585',5b9d26@mail.com
LEAD_9923bdabc1744e9eafe46a1313d79c41,Single,528,115713,1356045,Employed,33.6,36-50,'+91-2220110536',9923bd@testmail.in
LEAD_ea51f85147914f548f4101bea50d3909,Single,612,108249,184861,Employed,37.6,36-50,'+91-5360763844',ea51f8@mail.com
LEAD_cdd7f8d84efc43149baa8db10a07065e,Widowed,613,87690,1814,Employed,46.0,51+,'+91-8696478905',cdd7f8@testmail.in
LEAD_85bb22483a3e4e699bdfffc1efd4efc9,Married,647,74526,556881,Employed,36.8,51+,'+91-0951530096',85bb22@testmail.in
LEAD_c6f75f9332c84df2827ffb873b9321e3,Married,627,37819,8484,Employed,49.0,36-50,'+91-6420003941',c6f75f@mail.com
LEAD_929da6341d434dee9ae8fec6f240a450,Divorced,631,94941,94835,Employed,56.0,36-50,'+91-4724807179',929da6@mail.com
LEAD_c5e712c3d639478bb4bc86fbff37b6cf,Married,617,46799,182799,Employed,46.0,26-35,'+91-9782262017',c5e712@testmail.in
LEAD_3d7d8dda71d7401284dd3ccb239b7daa,Married,598,15000,6569,Employed,67.0,36-50,'+91-2654457020',3d7d8d@example.com
LEAD_6ce846f66db34aed9b15163615bef86f,Married,545,52332,10073,Self-Employed,64.0,26-35,'+91-6132666902',6ce846@testmail.in
LEAD_cb14a4811e5642ec90148f2dad10babf,Single,611,25034,6943,Employed,53.0,36-50,'+91-4463431571',cb14a4@mail.com
LEAD_41cb7ca1ec774aea9f4e74fff35e48d2,Married,605,51900,28588,Employed,51.0,51+,'+91-9363505934',41cb7c@testmail.in
LEAD_5b581cf05b59432d9c16ffcce3938a40,Divorced,534,82234,31946,Employed,50.0,36-50,'+91-8027290293',5b581c@mail.com
LEAD_cb1beb09b5c44b80b42de42d62d3eaa2,Divorced,526,40980,7030,Employed,62.0,51+,'+91-6645812316',cb1beb@example.com
LEAD_549a7f484c184bfc826498084f9226fe,Divorced,588,56178,83243,Employed,50.0,51+,'+91-3165267793',549a7f@mail.com
LEAD_15a2795c3e954e348722410fca8d607b,Single,589,114141,2656,Employed,44.0,36-50,'+91-2647490771',15a279@example.com
LEAD_f4624637ef4a456b98e7bb6f072e1516,Married,559,15000,2763,Unemployed,63.0,26-35,'+91-8711866686',f46246@testmail.in
LEAD_5e762bb773854274bd8c661bd6fc01b4,Single,594,100607,143467,Employed,64.0,51+,'+91-9565818828',5e762b@testmail.in
LEAD_b353ed535b284b9a802af2da86ef54d6,Married,521,52701,207524,Employed,60.0,51+,'+91-2466630086',b353ed@mail.com
